employer_name,city,state,occupation,job_title,soc_code,estimated_headcount,salary_min,salary_median,salary_max,salary_confidence,headcount_confidence,location_confidence,overall_confidence,industry,source,record_type
Worcester Polytechnic Institute,Worcester,MA,other,Other,,105,36552,60920,106778,0.6,0.56,0.9,0.302,higher_education,990_filing,inferred_archetype
Apple,Cambridge,MA,software_developers,Software Developers,15-1252,600,84138,140230,204246,0.85,0.42,0.9,0.321,technology,h1b_filings,inferred_archetype
Apple,Cambridge,MA,data_scientists,Data Scientists,15-2051,120,73668,122780,179830,0.85,0.42,0.9,0.321,technology,h1b_filings,inferred_archetype
Apple,Cambridge,MA,product_managers,Product Managers,,120,36552,60920,106778,0.6,0.42,0.9,0.227,technology,h1b_filings,inferred_archetype
Apple,Cambridge,MA,designers,Designers,,75,36552,60920,106778,0.6,0.42,0.9,0.227,technology,h1b_filings,inferred_archetype
Apple,Cambridge,MA,sales,Sales and Related Occupations,41-0000,180,23352,38920,76048,0.85,0.42,0.9,0.321,technology,h1b_filings,inferred_archetype
Apple,Cambridge,MA,management,General and Operations Managers,11-1021,120,86136,143560,225890,0.85,0.42,0.9,0.321,technology,h1b_filings,inferred_archetype
Apple,Cambridge,MA,administrative,Secretaries and Administrative Assistants,43-6014,120,29352,48920,73276,0.85,0.42,0.9,0.321,technology,h1b_filings,inferred_archetype
Apple,Cambridge,MA,support,Support,,90,36552,60920,106778,0.6,0.42,0.9,0.227,technology,h1b_filings,inferred_archetype
Apple,Cambridge,MA,other,Other,,75,36552,60920,106778,0.6,0.42,0.9,0.227,technology,h1b_filings,inferred_archetype
McKinsey & Company,Boston,MA,consultants,Consultants,,750,36552,60920,106778,0.6,0.455,0.9,0.246,consulting,h1b_filings,inferred_archetype
McKinsey & Company,Boston,MA,analysts,Analysts,,300,36552,60920,106778,0.6,0.455,0.9,0.246,consulting,h1b_filings,inferred_archetype
McKinsey & Company,Boston,MA,management,General and Operations Managers,11-1021,150,86136,143560,225890,0.85,0.455,0.9,0.348,consulting,h1b_filings,inferred_archetype
McKinsey & Company,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,150,29352,48920,73276,0.85,0.455,0.9,0.348,consulting,h1b_filings,inferred_archetype
McKinsey & Company,Boston,MA,it_staff,It Staff,,75,36552,60920,106778,0.6,0.455,0.9,0.246,consulting,h1b_filings,inferred_archetype
McKinsey & Company,Boston,MA,other,Other,,75,36552,60920,106778,0.6,0.455,0.9,0.246,consulting,h1b_filings,inferred_archetype
Harvard Pilgrim Health Care,Wellesley,MA,financial_analysts,Financial Analysts,13-2051,225,65922,109870,171430,0.85,0.525,0.9,0.402,finance,990_filing,inferred_archetype
Harvard Pilgrim Health Care,Wellesley,MA,accountants,Accountants and Auditors,13-2011,180,51804,86340,135688,0.85,0.525,0.9,0.402,finance,990_filing,inferred_archetype
Harvard Pilgrim Health Care,Wellesley,MA,software_developers,Software Developers,15-1252,225,84138,140230,204246,0.85,0.525,0.9,0.402,finance,990_filing,inferred_archetype
Harvard Pilgrim Health Care,Wellesley,MA,customer_service,Customer Service,,180,36552,60920,106778,0.6,0.525,0.9,0.283,finance,990_filing,inferred_archetype
Harvard Pilgrim Health Care,Wellesley,MA,sales,Sales and Related Occupations,41-0000,150,23352,38920,76048,0.85,0.525,0.9,0.402,finance,990_filing,inferred_archetype
Harvard Pilgrim Health Care,Wellesley,MA,management,General and Operations Managers,11-1021,150,86136,143560,225890,0.85,0.525,0.9,0.402,finance,990_filing,inferred_archetype
Harvard Pilgrim Health Care,Wellesley,MA,administrative,Secretaries and Administrative Assistants,43-6014,180,29352,48920,73276,0.85,0.525,0.9,0.402,finance,990_filing,inferred_archetype
Harvard Pilgrim Health Care,Wellesley,MA,compliance,Compliance,,120,36552,60920,106778,0.6,0.525,0.9,0.283,finance,990_filing,inferred_archetype
Harvard Pilgrim Health Care,Wellesley,MA,other,Other,,90,36552,60920,106778,0.6,0.525,0.9,0.283,finance,990_filing,inferred_archetype
Amazon.com Services LLC,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,367,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Amazon.com Services LLC,Boston,MA,sales,Sales and Related Occupations,41-0000,220,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Amazon.com Services LLC,Boston,MA,customer_service,Customer Service,,220,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Amazon.com Services LLC,Boston,MA,management,General and Operations Managers,11-1021,147,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Amazon.com Services LLC,Boston,MA,skilled_trades,Skilled Trades,,220,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Amazon.com Services LLC,Boston,MA,other,Other,,294,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Massachusetts Institute of Technology,Boston,MA,faculty,Faculty,,288,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
Massachusetts Institute of Technology,Boston,MA,research_staff,Research Staff,,173,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
Massachusetts Institute of Technology,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,231,29352,48920,73276,0.85,0.35,0.9,0.268,higher_education,h1b_estimate,inferred_archetype
Massachusetts Institute of Technology,Boston,MA,student_services,Student Services,,115,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
Massachusetts Institute of Technology,Boston,MA,facilities,Facilities,,115,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
Massachusetts Institute of Technology,Boston,MA,it_staff,It Staff,,92,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
Massachusetts Institute of Technology,Boston,MA,management,General and Operations Managers,11-1021,57,86136,143560,225890,0.85,0.35,0.9,0.268,higher_education,h1b_estimate,inferred_archetype
Massachusetts Institute of Technology,Boston,MA,other,Other,,80,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Boston,MA,software_developers,Software Developers,15-1252,360,84138,140230,204246,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Boston,MA,data_scientists,Data Scientists,15-2051,72,73668,122780,179830,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Boston,MA,product_managers,Product Managers,,72,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Boston,MA,designers,Designers,,45,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Boston,MA,sales,Sales and Related Occupations,41-0000,108,23352,38920,76048,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Boston,MA,management,General and Operations Managers,11-1021,72,86136,143560,225890,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,72,29352,48920,73276,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Boston,MA,support,Support,,54,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Boston,MA,other,Other,,45,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
"The MathWorks, Inc.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,202,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"The MathWorks, Inc.",Boston,MA,sales,Sales and Related Occupations,41-0000,121,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"The MathWorks, Inc.",Boston,MA,customer_service,Customer Service,,121,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"The MathWorks, Inc.",Boston,MA,management,General and Operations Managers,11-1021,81,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"The MathWorks, Inc.",Boston,MA,skilled_trades,Skilled Trades,,121,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"The MathWorks, Inc.",Boston,MA,other,Other,,162,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
General Hospital Corporation,Boston,MA,registered_nurses,Registered Nurses,29-1141,198,59004,98340,146552,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
General Hospital Corporation,Boston,MA,physicians,Physicians,29-1216,63,151404,252340,366030,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
General Hospital Corporation,Boston,MA,medical_technicians,Medical Technicians,,95,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
General Hospital Corporation,Boston,MA,healthcare_support,Healthcare Support,,119,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
General Hospital Corporation,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,119,29352,48920,73276,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
General Hospital Corporation,Boston,MA,management,General and Operations Managers,11-1021,39,86136,143560,225890,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
General Hospital Corporation,Boston,MA,facilities,Facilities,,39,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
General Hospital Corporation,Boston,MA,other,Other,,119,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
Dana-Farber Cancer Institute,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,180,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Dana-Farber Cancer Institute,Boston,MA,sales,Sales and Related Occupations,41-0000,108,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Dana-Farber Cancer Institute,Boston,MA,customer_service,Customer Service,,108,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Dana-Farber Cancer Institute,Boston,MA,management,General and Operations Managers,11-1021,72,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Dana-Farber Cancer Institute,Boston,MA,skilled_trades,Skilled Trades,,108,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Dana-Farber Cancer Institute,Boston,MA,other,Other,,144,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Children's Hospital Corporation,Boston,MA,registered_nurses,Registered Nurses,29-1141,157,59004,98340,146552,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
Children's Hospital Corporation,Boston,MA,physicians,Physicians,29-1216,50,151404,252340,366030,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
Children's Hospital Corporation,Boston,MA,medical_technicians,Medical Technicians,,75,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
Children's Hospital Corporation,Boston,MA,healthcare_support,Healthcare Support,,94,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
Children's Hospital Corporation,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,94,29352,48920,73276,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
Children's Hospital Corporation,Boston,MA,management,General and Operations Managers,11-1021,31,86136,143560,225890,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
Children's Hospital Corporation,Boston,MA,facilities,Facilities,,31,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
Children's Hospital Corporation,Boston,MA,other,Other,,94,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
State Street Bank and Trust Company,Boston,MA,financial_analysts,Financial Analysts,13-2051,94,65922,109870,171430,0.85,0.35,0.9,0.268,finance,h1b_estimate,inferred_archetype
State Street Bank and Trust Company,Boston,MA,accountants,Accountants and Auditors,13-2011,75,51804,86340,135688,0.85,0.35,0.9,0.268,finance,h1b_estimate,inferred_archetype
State Street Bank and Trust Company,Boston,MA,software_developers,Software Developers,15-1252,94,84138,140230,204246,0.85,0.35,0.9,0.268,finance,h1b_estimate,inferred_archetype
State Street Bank and Trust Company,Boston,MA,customer_service,Customer Service,,75,36552,60920,106778,0.6,0.35,0.9,0.189,finance,h1b_estimate,inferred_archetype
State Street Bank and Trust Company,Boston,MA,sales,Sales and Related Occupations,41-0000,63,23352,38920,76048,0.85,0.35,0.9,0.268,finance,h1b_estimate,inferred_archetype
State Street Bank and Trust Company,Boston,MA,management,General and Operations Managers,11-1021,63,86136,143560,225890,0.85,0.35,0.9,0.268,finance,h1b_estimate,inferred_archetype
State Street Bank and Trust Company,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,75,29352,48920,73276,0.85,0.35,0.9,0.268,finance,h1b_estimate,inferred_archetype
State Street Bank and Trust Company,Boston,MA,compliance,Compliance,,50,36552,60920,106778,0.6,0.35,0.9,0.189,finance,h1b_estimate,inferred_archetype
State Street Bank and Trust Company,Boston,MA,other,Other,,37,36552,60920,106778,0.6,0.35,0.9,0.189,finance,h1b_estimate,inferred_archetype
"Takeda Development Center Americas, Inc.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,150,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Takeda Development Center Americas, Inc.",Boston,MA,sales,Sales and Related Occupations,41-0000,90,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Takeda Development Center Americas, Inc.",Boston,MA,customer_service,Customer Service,,90,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Takeda Development Center Americas, Inc.",Boston,MA,management,General and Operations Managers,11-1021,60,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Takeda Development Center Americas, Inc.",Boston,MA,skilled_trades,Skilled Trades,,90,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Takeda Development Center Americas, Inc.",Boston,MA,other,Other,,120,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
University of Massachusetts Chan Medical School,Boston,MA,registered_nurses,Registered Nurses,29-1141,146,59004,98340,146552,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
University of Massachusetts Chan Medical School,Boston,MA,physicians,Physicians,29-1216,46,151404,252340,366030,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
University of Massachusetts Chan Medical School,Boston,MA,medical_technicians,Medical Technicians,,70,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
University of Massachusetts Chan Medical School,Boston,MA,healthcare_support,Healthcare Support,,87,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
University of Massachusetts Chan Medical School,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,87,29352,48920,73276,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
University of Massachusetts Chan Medical School,Boston,MA,management,General and Operations Managers,11-1021,29,86136,143560,225890,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
University of Massachusetts Chan Medical School,Boston,MA,facilities,Facilities,,29,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
University of Massachusetts Chan Medical School,Boston,MA,other,Other,,87,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
Ernst & Young U.S. LLP,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,131,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Ernst & Young U.S. LLP,Boston,MA,sales,Sales and Related Occupations,41-0000,78,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Ernst & Young U.S. LLP,Boston,MA,customer_service,Customer Service,,78,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Ernst & Young U.S. LLP,Boston,MA,management,General and Operations Managers,11-1021,52,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Ernst & Young U.S. LLP,Boston,MA,skilled_trades,Skilled Trades,,78,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Ernst & Young U.S. LLP,Boston,MA,other,Other,,105,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Vertex Pharmaceuticals Incorporated,Boston,MA,scientists,Medical Scientists,19-1042,168,53604,89340,138264,0.85,0.35,0.9,0.268,biotech,h1b_estimate,inferred_archetype
Vertex Pharmaceuticals Incorporated,Boston,MA,research_associates,Research Associates,,72,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
Vertex Pharmaceuticals Incorporated,Boston,MA,manufacturing,Manufacturing,,57,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
Vertex Pharmaceuticals Incorporated,Boston,MA,quality_control,Quality Control,,38,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
Vertex Pharmaceuticals Incorporated,Boston,MA,regulatory,Regulatory,,24,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
Vertex Pharmaceuticals Incorporated,Boston,MA,software_developers,Software Developers,15-1252,38,84138,140230,204246,0.85,0.35,0.9,0.268,biotech,h1b_estimate,inferred_archetype
Vertex Pharmaceuticals Incorporated,Boston,MA,management,General and Operations Managers,11-1021,33,86136,143560,225890,0.85,0.35,0.9,0.268,biotech,h1b_estimate,inferred_archetype
Vertex Pharmaceuticals Incorporated,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,24,29352,48920,73276,0.85,0.35,0.9,0.268,biotech,h1b_estimate,inferred_archetype
Vertex Pharmaceuticals Incorporated,Boston,MA,other,Other,,24,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
TRUSTEES OF BOSTON UNIVERSITY,Boston,MA,faculty,Faculty,,116,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
TRUSTEES OF BOSTON UNIVERSITY,Boston,MA,research_staff,Research Staff,,69,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
TRUSTEES OF BOSTON UNIVERSITY,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,93,29352,48920,73276,0.85,0.35,0.9,0.268,higher_education,h1b_estimate,inferred_archetype
TRUSTEES OF BOSTON UNIVERSITY,Boston,MA,student_services,Student Services,,46,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
TRUSTEES OF BOSTON UNIVERSITY,Boston,MA,facilities,Facilities,,46,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
TRUSTEES OF BOSTON UNIVERSITY,Boston,MA,it_staff,It Staff,,37,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
TRUSTEES OF BOSTON UNIVERSITY,Boston,MA,management,General and Operations Managers,11-1021,23,86136,143560,225890,0.85,0.35,0.9,0.268,higher_education,h1b_estimate,inferred_archetype
TRUSTEES OF BOSTON UNIVERSITY,Boston,MA,other,Other,,32,36552,60920,106778,0.6,0.35,0.9,0.189,higher_education,h1b_estimate,inferred_archetype
"Staples, Inc.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,112,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Staples, Inc.",Boston,MA,sales,Sales and Related Occupations,41-0000,67,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Staples, Inc.",Boston,MA,customer_service,Customer Service,,67,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Staples, Inc.",Boston,MA,management,General and Operations Managers,11-1021,45,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Staples, Inc.",Boston,MA,skilled_trades,Skilled Trades,,67,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Staples, Inc.",Boston,MA,other,Other,,90,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"ModernaTX, Inc.",Boston,MA,scientists,Medical Scientists,19-1042,147,53604,89340,138264,0.85,0.35,0.9,0.268,biotech,h1b_estimate,inferred_archetype
"ModernaTX, Inc.",Boston,MA,research_associates,Research Associates,,63,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
"ModernaTX, Inc.",Boston,MA,manufacturing,Manufacturing,,50,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
"ModernaTX, Inc.",Boston,MA,quality_control,Quality Control,,33,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
"ModernaTX, Inc.",Boston,MA,regulatory,Regulatory,,21,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
"ModernaTX, Inc.",Boston,MA,software_developers,Software Developers,15-1252,33,84138,140230,204246,0.85,0.35,0.9,0.268,biotech,h1b_estimate,inferred_archetype
"ModernaTX, Inc.",Boston,MA,management,General and Operations Managers,11-1021,29,86136,143560,225890,0.85,0.35,0.9,0.268,biotech,h1b_estimate,inferred_archetype
"ModernaTX, Inc.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,21,29352,48920,73276,0.85,0.35,0.9,0.268,biotech,h1b_estimate,inferred_archetype
"ModernaTX, Inc.",Boston,MA,other,Other,,21,36552,60920,106778,0.6,0.35,0.9,0.189,biotech,h1b_estimate,inferred_archetype
HCL AMERICA INC,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,101,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
HCL AMERICA INC,Boston,MA,sales,Sales and Related Occupations,41-0000,60,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
HCL AMERICA INC,Boston,MA,customer_service,Customer Service,,60,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
HCL AMERICA INC,Boston,MA,management,General and Operations Managers,11-1021,40,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
HCL AMERICA INC,Boston,MA,skilled_trades,Skilled Trades,,60,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
HCL AMERICA INC,Boston,MA,other,Other,,81,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
IBM Corporation,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,90,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
IBM Corporation,Boston,MA,sales,Sales and Related Occupations,41-0000,54,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
IBM Corporation,Boston,MA,customer_service,Customer Service,,54,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
IBM Corporation,Boston,MA,management,General and Operations Managers,11-1021,36,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
IBM Corporation,Boston,MA,skilled_trades,Skilled Trades,,54,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
IBM Corporation,Boston,MA,other,Other,,72,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
TATA CONSULTANCY SERVICES LIMITED,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,86,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
TATA CONSULTANCY SERVICES LIMITED,Boston,MA,sales,Sales and Related Occupations,41-0000,51,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
TATA CONSULTANCY SERVICES LIMITED,Boston,MA,customer_service,Customer Service,,51,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
TATA CONSULTANCY SERVICES LIMITED,Boston,MA,management,General and Operations Managers,11-1021,34,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
TATA CONSULTANCY SERVICES LIMITED,Boston,MA,skilled_trades,Skilled Trades,,51,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
TATA CONSULTANCY SERVICES LIMITED,Boston,MA,other,Other,,69,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"The Broad Institute, Inc.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,82,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"The Broad Institute, Inc.",Boston,MA,sales,Sales and Related Occupations,41-0000,49,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"The Broad Institute, Inc.",Boston,MA,customer_service,Customer Service,,49,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"The Broad Institute, Inc.",Boston,MA,management,General and Operations Managers,11-1021,33,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"The Broad Institute, Inc.",Boston,MA,skilled_trades,Skilled Trades,,49,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"The Broad Institute, Inc.",Boston,MA,other,Other,,66,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Amazon Web Services, Inc.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,78,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Amazon Web Services, Inc.",Boston,MA,sales,Sales and Related Occupations,41-0000,47,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Amazon Web Services, Inc.",Boston,MA,customer_service,Customer Service,,47,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Amazon Web Services, Inc.",Boston,MA,management,General and Operations Managers,11-1021,31,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Amazon Web Services, Inc.",Boston,MA,skilled_trades,Skilled Trades,,47,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Amazon Web Services, Inc.",Boston,MA,other,Other,,63,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Accenture LLP,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,78,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
