employer_name,city,state,job_title,soc_code,occupation,estimated_headcount,salary_min,salary_median,salary_max,salary_confidence,location_confidence,overall_confidence,industry,size_class,record_type,source
[Construction] 50-99 employees,Framingham,MA,Administrative Staff,43-0000,administrative,34,35000,48000,70000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Waltham,MA,Administrative Staff,43-0000,administrative,34,35000,48000,70000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Malden,MA,Administrative Staff,43-0000,administrative,34,35000,48000,70000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Medford,MA,Administrative Staff,43-0000,administrative,34,35000,48000,70000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Lynn,MA,Administrative Staff,43-0000,administrative,34,35000,48000,70000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Brockton,MA,Administrative Staff,43-0000,administrative,34,35000,48000,70000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Salem,MA,Administrative Staff,43-0000,administrative,34,35000,48000,70000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Other MA,MA,Administrative Staff,43-0000,administrative,461,35000,48000,70000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Boston,MA,Engineers,17-2000,engineers,267,70000,100000,150000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Cambridge,MA,Engineers,17-2000,engineers,85,70000,100000,150000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Worcester,MA,Engineers,17-2000,engineers,64,70000,100000,150000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Springfield,MA,Engineers,17-2000,engineers,53,70000,100000,150000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Lowell,MA,Engineers,17-2000,engineers,42,70000,100000,150000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Quincy,MA,Engineers,17-2000,engineers,32,70000,100000,150000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Newton,MA,Engineers,17-2000,engineers,32,70000,100000,150000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Somerville,MA,Engineers,17-2000,engineers,32,70000,100000,150000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Brookline,MA,Engineers,17-2000,engineers,21,70000,100000,150000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Framingham,MA,Engineers,17-2000,engineers,21,70000,100000,150000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Waltham,MA,Engineers,17-2000,engineers,21,70000,100000,150000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Malden,MA,Engineers,17-2000,engineers,21,70000,100000,150000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Medford,MA,Engineers,17-2000,engineers,21,70000,100000,150000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Lynn,MA,Engineers,17-2000,engineers,21,70000,100000,150000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Brockton,MA,Engineers,17-2000,engineers,21,70000,100000,150000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Salem,MA,Engineers,17-2000,engineers,21,70000,100000,150000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Other MA,MA,Engineers,17-2000,engineers,288,70000,100000,150000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Boston,MA,Construction Workers,47-0000,other_construction,213,35000,52000,80000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Cambridge,MA,Construction Workers,47-0000,other_construction,68,35000,52000,80000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Worcester,MA,Construction Workers,47-0000,other_construction,51,35000,52000,80000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Springfield,MA,Construction Workers,47-0000,other_construction,42,35000,52000,80000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Lowell,MA,Construction Workers,47-0000,other_construction,34,35000,52000,80000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Quincy,MA,Construction Workers,47-0000,other_construction,25,35000,52000,80000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Newton,MA,Construction Workers,47-0000,other_construction,25,35000,52000,80000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Somerville,MA,Construction Workers,47-0000,other_construction,25,35000,52000,80000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Brookline,MA,Construction Workers,47-0000,other_construction,17,35000,52000,80000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Framingham,MA,Construction Workers,47-0000,other_construction,17,35000,52000,80000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Waltham,MA,Construction Workers,47-0000,other_construction,17,35000,52000,80000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Malden,MA,Construction Workers,47-0000,other_construction,17,35000,52000,80000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Medford,MA,Construction Workers,47-0000,other_construction,17,35000,52000,80000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Lynn,MA,Construction Workers,47-0000,other_construction,17,35000,52000,80000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Brockton,MA,Construction Workers,47-0000,other_construction,17,35000,52000,80000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Salem,MA,Construction Workers,47-0000,other_construction,17,35000,52000,80000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 50-99 employees,Other MA,MA,Construction Workers,47-0000,other_construction,230,35000,52000,80000,0.85,0.5,0.107,construction,50-99 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Boston,MA,Construction Workers,47-0000,construction_workers,3060,35000,52000,80000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Cambridge,MA,Construction Workers,47-0000,construction_workers,979,35000,52000,80000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Worcester,MA,Construction Workers,47-0000,construction_workers,734,35000,52000,80000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Springfield,MA,Construction Workers,47-0000,construction_workers,612,35000,52000,80000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Lowell,MA,Construction Workers,47-0000,construction_workers,489,35000,52000,80000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Quincy,MA,Construction Workers,47-0000,construction_workers,367,35000,52000,80000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Newton,MA,Construction Workers,47-0000,construction_workers,367,35000,52000,80000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Somerville,MA,Construction Workers,47-0000,construction_workers,367,35000,52000,80000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Brookline,MA,Construction Workers,47-0000,construction_workers,244,35000,52000,80000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Framingham,MA,Construction Workers,47-0000,construction_workers,244,35000,52000,80000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Waltham,MA,Construction Workers,47-0000,construction_workers,244,35000,52000,80000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Malden,MA,Construction Workers,47-0000,construction_workers,244,35000,52000,80000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Medford,MA,Construction Workers,47-0000,construction_workers,244,35000,52000,80000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Lynn,MA,Construction Workers,47-0000,construction_workers,244,35000,52000,80000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Brockton,MA,Construction Workers,47-0000,construction_workers,244,35000,52000,80000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Salem,MA,Construction Workers,47-0000,construction_workers,244,35000,52000,80000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Other MA,MA,Construction Workers,47-0000,construction_workers,3305,35000,52000,80000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Boston,MA,Carpenters,47-2031,carpenters,816,40000,58000,85000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Cambridge,MA,Carpenters,47-2031,carpenters,261,40000,58000,85000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Worcester,MA,Carpenters,47-2031,carpenters,195,40000,58000,85000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Springfield,MA,Carpenters,47-2031,carpenters,163,40000,58000,85000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Lowell,MA,Carpenters,47-2031,carpenters,130,40000,58000,85000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Quincy,MA,Carpenters,47-2031,carpenters,97,40000,58000,85000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Newton,MA,Carpenters,47-2031,carpenters,97,40000,58000,85000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Somerville,MA,Carpenters,47-2031,carpenters,97,40000,58000,85000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Brookline,MA,Carpenters,47-2031,carpenters,65,40000,58000,85000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Framingham,MA,Carpenters,47-2031,carpenters,65,40000,58000,85000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Waltham,MA,Carpenters,47-2031,carpenters,65,40000,58000,85000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Malden,MA,Carpenters,47-2031,carpenters,65,40000,58000,85000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Medford,MA,Carpenters,47-2031,carpenters,65,40000,58000,85000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Lynn,MA,Carpenters,47-2031,carpenters,65,40000,58000,85000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Brockton,MA,Carpenters,47-2031,carpenters,65,40000,58000,85000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Salem,MA,Carpenters,47-2031,carpenters,65,40000,58000,85000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Other MA,MA,Carpenters,47-2031,carpenters,881,40000,58000,85000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Boston,MA,Electricians,47-2111,electricians,680,45000,68000,100000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Cambridge,MA,Electricians,47-2111,electricians,217,45000,68000,100000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Worcester,MA,Electricians,47-2111,electricians,163,45000,68000,100000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Springfield,MA,Electricians,47-2111,electricians,136,45000,68000,100000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Lowell,MA,Electricians,47-2111,electricians,108,45000,68000,100000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Quincy,MA,Electricians,47-2111,electricians,81,45000,68000,100000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Newton,MA,Electricians,47-2111,electricians,81,45000,68000,100000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Somerville,MA,Electricians,47-2111,electricians,81,45000,68000,100000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Brookline,MA,Electricians,47-2111,electricians,54,45000,68000,100000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Framingham,MA,Electricians,47-2111,electricians,54,45000,68000,100000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Waltham,MA,Electricians,47-2111,electricians,54,45000,68000,100000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Malden,MA,Electricians,47-2111,electricians,54,45000,68000,100000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Medford,MA,Electricians,47-2111,electricians,54,45000,68000,100000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Lynn,MA,Electricians,47-2111,electricians,54,45000,68000,100000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Brockton,MA,Electricians,47-2111,electricians,54,45000,68000,100000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Salem,MA,Electricians,47-2111,electricians,54,45000,68000,100000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Other MA,MA,Electricians,47-2111,electricians,734,45000,68000,100000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Boston,MA,Plumbers,47-2152,plumbers,544,45000,65000,95000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Cambridge,MA,Plumbers,47-2152,plumbers,174,45000,65000,95000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Worcester,MA,Plumbers,47-2152,plumbers,130,45000,65000,95000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Springfield,MA,Plumbers,47-2152,plumbers,108,45000,65000,95000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Lowell,MA,Plumbers,47-2152,plumbers,87,45000,65000,95000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Quincy,MA,Plumbers,47-2152,plumbers,65,45000,65000,95000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Newton,MA,Plumbers,47-2152,plumbers,65,45000,65000,95000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Somerville,MA,Plumbers,47-2152,plumbers,65,45000,65000,95000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Brookline,MA,Plumbers,47-2152,plumbers,43,45000,65000,95000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Framingham,MA,Plumbers,47-2152,plumbers,43,45000,65000,95000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Waltham,MA,Plumbers,47-2152,plumbers,43,45000,65000,95000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Malden,MA,Plumbers,47-2152,plumbers,43,45000,65000,95000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Medford,MA,Plumbers,47-2152,plumbers,43,45000,65000,95000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Lynn,MA,Plumbers,47-2152,plumbers,43,45000,65000,95000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Brockton,MA,Plumbers,47-2152,plumbers,43,45000,65000,95000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Salem,MA,Plumbers,47-2152,plumbers,43,45000,65000,95000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Other MA,MA,Plumbers,47-2152,plumbers,587,45000,65000,95000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Boston,MA,Managers,11-0000,management,544,60000,100000,180000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Cambridge,MA,Managers,11-0000,management,174,60000,100000,180000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Worcester,MA,Managers,11-0000,management,130,60000,100000,180000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Springfield,MA,Managers,11-0000,management,108,60000,100000,180000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Lowell,MA,Managers,11-0000,management,87,60000,100000,180000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Quincy,MA,Managers,11-0000,management,65,60000,100000,180000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Newton,MA,Managers,11-0000,management,65,60000,100000,180000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Somerville,MA,Managers,11-0000,management,65,60000,100000,180000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Brookline,MA,Managers,11-0000,management,43,60000,100000,180000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Framingham,MA,Managers,11-0000,management,43,60000,100000,180000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Waltham,MA,Managers,11-0000,management,43,60000,100000,180000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Malden,MA,Managers,11-0000,management,43,60000,100000,180000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Medford,MA,Managers,11-0000,management,43,60000,100000,180000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Lynn,MA,Managers,11-0000,management,43,60000,100000,180000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Brockton,MA,Managers,11-0000,management,43,60000,100000,180000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Salem,MA,Managers,11-0000,management,43,60000,100000,180000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Other MA,MA,Managers,11-0000,management,587,60000,100000,180000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Boston,MA,Administrative Staff,43-0000,administrative,544,35000,48000,70000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Cambridge,MA,Administrative Staff,43-0000,administrative,174,35000,48000,70000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Worcester,MA,Administrative Staff,43-0000,administrative,130,35000,48000,70000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Springfield,MA,Administrative Staff,43-0000,administrative,108,35000,48000,70000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Lowell,MA,Administrative Staff,43-0000,administrative,87,35000,48000,70000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Quincy,MA,Administrative Staff,43-0000,administrative,65,35000,48000,70000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Newton,MA,Administrative Staff,43-0000,administrative,65,35000,48000,70000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Somerville,MA,Administrative Staff,43-0000,administrative,65,35000,48000,70000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Brookline,MA,Administrative Staff,43-0000,administrative,43,35000,48000,70000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Framingham,MA,Administrative Staff,43-0000,administrative,43,35000,48000,70000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Waltham,MA,Administrative Staff,43-0000,administrative,43,35000,48000,70000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Malden,MA,Administrative Staff,43-0000,administrative,43,35000,48000,70000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Medford,MA,Administrative Staff,43-0000,administrative,43,35000,48000,70000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Lynn,MA,Administrative Staff,43-0000,administrative,43,35000,48000,70000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Brockton,MA,Administrative Staff,43-0000,administrative,43,35000,48000,70000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Salem,MA,Administrative Staff,43-0000,administrative,43,35000,48000,70000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Other MA,MA,Administrative Staff,43-0000,administrative,587,35000,48000,70000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Boston,MA,Engineers,17-2000,engineers,340,70000,100000,150000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Cambridge,MA,Engineers,17-2000,engineers,108,70000,100000,150000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Worcester,MA,Engineers,17-2000,engineers,81,70000,100000,150000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Springfield,MA,Engineers,17-2000,engineers,68,70000,100000,150000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Lowell,MA,Engineers,17-2000,engineers,54,70000,100000,150000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Quincy,MA,Engineers,17-2000,engineers,40,70000,100000,150000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Newton,MA,Engineers,17-2000,engineers,40,70000,100000,150000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Somerville,MA,Engineers,17-2000,engineers,40,70000,100000,150000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Brookline,MA,Engineers,17-2000,engineers,27,70000,100000,150000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Framingham,MA,Engineers,17-2000,engineers,27,70000,100000,150000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Waltham,MA,Engineers,17-2000,engineers,27,70000,100000,150000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
[Construction] 100-249 employees,Malden,MA,Engineers,17-2000,engineers,27,70000,100000,150000,0.85,0.5,0.112,construction,100-249 employees,cbp_synthetic,census_cbp_2023:23
